,Recommended,Review,count_exc,Polarity
12896,1,soft soft bought good heavy various seem shed,1,0.185
12897,0,beautiful cut easy shedding looks,0,0.201041667
12898,1,ordered perfect,2,0.75
12899,0,terrible purchased fits great ripped moved delicate overhead keeping supersoft come,0,0.13125
12901,0,good transitioning,0,0.65
12902,0,little loved online small made,0,0.0875
12903,1,got online great ordered normal cant,3,0.46875
12904,0,poor loved tight big,0,0.128571429
12905,1,cardigan soft decided got fur fitting shedding,0,0.4
12906,1,unique received sorry ordered big wide,0,-0.05625
12907,1,summeradorable going get hot tried gets hot go casual considered ordering small extra going hot,2,0.238461538
12909,0,excited got great great good came disappointing receive entire,5,0.290625
12910,1,voluminous ordered due previous complaining tight fine stuck usual due second showed draped overall looked seems pretty,1,0.073809524
12911,0,tried red looked take nice wearing underneath substantial sized slight,0,0.266666667
12912,1,wonderful flattering easy purchased wonderful receiving first dry held multiple neckline due ribbing great athletic soft great want true,1,0.340104167
12913,1,cute nice,0,0.39
12915,1,bought usual large bought worked weave good,0,0.194047619
12917,1,perfect true built thin,0,0.3625
12918,1,new comfortable great looking got,4,0.445454545
12919,1,interesting large entire made heavy seems warm nice upper seems odd overall entire perfect great long great,0,0.306507937
12920,1,arrived appears online feeling good blue vinyl super soft lined faux,8,0.242592593
12921,0,loved suggested fitted,0,0.2875
12922,1,tried surprised thin colored looked super took normal happy hot recommended,1,0.353611111
12923,1,comes unlined lined swimwear great sure neutral need get slip gotten xs seen,0,0.570833333
12924,1,beautiful high tried cardigan takes high soft loved draped low give give shedding shed went forth returning think beautiful keeping hoping,3,0.335555556
12925,1,casual go fits true little tight felt short ended wearing full great,1,0.188392857
12926,0,ordered nice fitting yellow big large unflattering pregnant cheap returned,0,0.327056277
12927,1,paid poor light beautiful high floral thin strappy belted whole purchased,1,0.173333333
12928,1,elegant comfortable assorted lounging exceptional made tried decided special short broad fitted showing,0,0.303630952
12929,1,watching waiting go right happy,1,0.542857143
12930,1,great bought fit structured coming,3,0.530769231
12932,1,comfortable sized small normal covered covered adorable appropriate ordered constricting see throwing easy little,0,0.244295635
12934,1,saundra knitted soft comes delicate took recent paired comfortable made difficult hide loose,0,0.056089744
12935,1,great nice loosefitting tight went normal loose sizing made tight great,2,0.273704867
12937,1,great adorable goes big,0,0.475
12938,1,cute much little holiday going soft faux makes look gigantic wide little flattering shed,3,0.188636364
12939,1,colorfabric different great,1,0.4
12940,1,gorgeous ordered love large chested extra middle super everyday sure wearing,3,0.338624339
12941,1,love ordered large pushing turned previous commented proportioned seems,0,0.19978355
12942,0,make sure dry bought online say bought said wash cold washed cold,0,-0.054166667
12943,1,saw loved want full happy went feeling got worried slight sheen holds washing needed,0,0.213095238
12944,1,small ordered xl green fitted tight straight tucked belt itpull comfortable green found kept used overpriced,0,-0.028571429
12945,1,ready tunic perfect gorgeous light bought small ended returning little,3,0.29875
12947,1,nice bought felt got amazing expected fit wellmade wool described wool discouraging online,0,0.277777778
12948,1,skimpy little padding returned,0,0.140625
12949,1,great unique casual,0,0.225
12950,1,super bought using great purpose bought thinking using light hard see photo make,1,0.392708333
12952,1,beautiful pleating adds touch got found want go large due pleating cowlneck gives edgy,0,0.182942058
12953,1,tried interested good weave see interesting fitted boxy,0,0.425
12954,1,previous noted purchased true small fit muscular broad rich perfect appropriate,0,0.413141026
12955,1,ribbed thin silvergrey metalic running,0,-0.225
12956,0,planning wearing flattering loved loose fitting professional succeed big,0,0.174679487
12957,1,cropped adorable said expected attribute true showing much became needing short keeping adorable soft,0,0.157692308
12958,0,great thinking oh classic creating looks wearing full,1,0.344444444
12959,1,perfect seen substantial crossed desired itchy washable say true purchased wanted hit,1,0.427777778
12960,0,adorable available thought cute waisted strange knotted high giving odd runs short thought good ordered learning read investing say go,0,0.249333333
12961,1,warm soft soft good needed unbutton underlayer simple think shade appealing light dark,0,0.258333333
12963,1,nice,1,0.5
12965,1,beautiful flattering pattern rich allowing feel little happy,2,0.355416667
12966,1,done done fabulous bought blue great skinny loved covered rear curvyathletic small,0,0.435714286
12967,1,wearing bought wondered supposed said tried shocking helped little tried loved happy,3,0.201785714
12968,1,tried blue short ned petite bad sold,0,1.39E-17
12969,1,tried regular looke aweful washed red washed nad flattering cut good good tie asflattering,0,0.335714286
12970,1,adorable adorable makes perfect leggingsskinny received many makes feel feminine multiple,4,0.464935065
12971,1,great gorgeous took previous tried depending great small chested plenty embroidered saw beautiful lightweight great,0,0.381944444
12972,1,beautiful large loved run large meant loungewear great,0,0.555714286
12974,0,draped liked solid felt non returned,0,0.28
12975,1,beautiful gorgeous made got huge extra sized little inappropriate felt conservative,0,0.335984848
12976,1,love bought blue local ordered cute careful dried blue read little beautiful,3,0.160227273
12977,1,beautiful terrible loved flattering get stuck struggle get side cute huge said wish,0,0.183333333
12978,1,darling little bought received rushed fell tried went complete snagged broad hit nice little tie front awesome loosened tightened,1,0.211458333
12979,1,great bows received pleased purchased ordered ordered small ordering regular fitted,1,0.23
12980,1,sold got petite large hoping ideal fit looked red floral keeping look cute,0,0.278095238
12981,1,great great easy perfect perfect whimsical great,0,0.604166667
12982,1,adorable reading say rated small settled adorable right made definite large middle large loved chose,3,0.136734694
12983,1,ordered xs blue subtle gives snug little snug want affect uncomfortable noticeable moving nice want,0,0.007916667
12984,1,,0,0.475
12985,0,bummed print outweigh makes look heavy cute muddled went right,0,0.097420635
12986,0,disappointing liked wanted casual fit tight loose ordered made thick exposed appears making awkward,0,-0.087843407
12987,1,dissapointed lined overall adorable lined purchased personal,3,0.069642857
12988,1,flattering found sure bulky left thought washed came live made,0,0.171487603
12989,0,stiff heavy looking basic waited go stiff decided,0,-0.118367347
12990,0,big wanted large ordered due,0,0.157857143
12991,1,many blouse comfortable fit great,3,0.52
12992,1,decided keep got additional little,0,0.240972222
12993,1,gorgeous small loved navy loved gorgeous said usual small upper tight middle pregnant feel fit small busted small busted,0,0.140738095
12994,1,great great,0,0.65
12995,1,charming delightful opitome running casual go favorite small large busted sized got keep uncomfortable made roomierimhave,2,0.166326531
12996,1,flattering found true much trying slim wearing took,3,0.304487179
12997,1,gorgeous ordered exchanging classy glamorous wish nice agree nice go,4,0.333766234
12998,1,sunday tunic comfortable true,2,0.4375
12999,1,let alone sweet high sized wish ill try flatten purchased,0,0.117777778
13002,1,beautiful beautiful ive many,1,0.733333333
13003,1,different liked loved different synched full special large big perfect easy add denim conservative high covered good,0,0.310297619
13004,0,remember popular emphasized,2,0.0875
13005,1,stylish comfortable comfortable worn casual give purchased small,0,0.21875
13006,1,made tried regular stopped waist tight tried regular entire huge,0,-0.032936508
13008,1,great looks great,2,0.586666667
13009,0,great tried prepared proportionate next difficult creates great see ironed lined lined,0,0.134848485
13010,1,awesome got lined see big afraid thin need call payed full,3,0.035714286
13011,1,unique petite fit great noted little tricky getting pair sweet stretchs little goes bearable dressed dressed,0,0.30625
13012,0,big sloppy looking overpriced underwhelmed seemed tie waist sized want boring,0,-0.153333333
13013,1,great fit beautiful fit bought pink bought fit,0,0.361666667
13014,1,warm decided great first athletic great make fat warm shown coral little difficult run small keep,0,0.273863636
13015,1,ordered great fit lightweight love asymmetrical talking perky wide flattering,0,0.332843137
13017,1,bought said general overall casual invisible tend caught,0,-0.071212121
13018,1,perfect forgiving soft new left mummy helping feel stylish,1,0.448051948
